경력,기업형태,복리후생,기업수
3년차,수출입기업,D25,166 
3년차,수출입기업,D26,14 
3년차,수출입기업,D27,25 
3년차,수출입기업,D28,4 
3년차,수출입기업,D29,2 
3년차,수출입기업,D30,0 
3년차,수출입기업,D31,0 
3년차,수출입기업,D32,4 
3년차,수출입기업,D33,2 
3년차,수출입기업,E1,9 
3년차,수출입기업,E2,6 
3년차,수출입기업,E3,115 
3년차,수출입기업,E4,19 
3년차,수출입기업,E5,182 
3년차,수출입기업,E6,76 
3년차,수출입기업,E7,67 
3년차,수출입기업,E8,8 
3년차,수출입기업,E9,50 
3년차,수출입기업,E10,24 
3년차,수출입기업,E11,11 
3년차,수출입기업,E12,7 
3년차,수출입기업,E13,7 
3년차,수출입기업,E14,17 
3년차,수출입기업,E15,18 
3년차,수출입기업,E16,5 
3년차,수출입기업,E17,7 
3년차,수출입기업,E18,11 
3년차,수출입기업,E19,35 
3년차,수출입기업,E20,2 
3년차,수출입기업,E21,88 
3년차,수출입기업,E22,84 
3년차,수출입기업,E23,47 
3년차,수출입기업,E24,41 
3년차,수출입기업,E25,2 
3년차,수출입기업,E26,150 
3년차,수출입기업,E27,19 
3년차,수출입기업,E28,10 
3년차,수출입기업,E29,0 
3년차,수출입기업,E30,6 
3년차,수출입기업,F1,1 
3년차,수출입기업,F2,23 
3년차,수출입기업,F3,57 
3년차,수출입기업,F4,130 
3년차,수출입기업,F5,119 
3년차,수출입기업,F6,168 
3년차,수출입기업,F7,12 
3년차,수출입기업,F8,51 
3년차,수출입기업,F9,12 
3년차,수출입기업,F10,5 
3년차,수출입기업,F11,10 
3년차,수출입기업,F12,3 
3년차,수출입기업,F13,8 
3년차,수출입기업,F14,1 
3년차,수출입기업,G1,50 
3년차,수출입기업,G2,48 
3년차,수출입기업,G3,41 
3년차,수출입기업,G4,5 
3년차,수출입기업,G5,1 
3년차,수출입기업,G6,14 
3년차,수출입기업,G7,39 
3년차,수출입기업,G8,72 
3년차,수출입기업,G9,23 
3년차,수출입기업,G10,63 
3년차,수출입기업,G11,36 
3년차,수출입기업,G12,5 
3년차,수출입기업,G13,1 
3년차,수출입기업,G14,4 
3년차,수출입기업,G15,5 
3년차,수출입기업,G16,15 
3년차,수출입기업,G17,16 
3년차,수출입기업,G18,0 
3년차,수출입기업,G19,0 
3년차,수출입기업,G20,6 
3년차,수출입기업,H1,260 
3년차,수출입기업,H2,105 
3년차,수출입기업,H3,177 
3년차,수출입기업,H4,152 
3년차,수출입기업,H5,30 
3년차,수출입기업,H6,57 
3년차,수출입기업,H7,181 
3년차,수출입기업,H8,33 
3년차,수출입기업,H9,37 
3년차,수출입기업,H10,125 
3년차,수출입기업,H11,134 
3년차,수출입기업,H12,68 
3년차,수출입기업,H13,37 
3년차,수출입기업,H14,30 
3년차,수출입기업,H15,9 
3년차,수출입기업,H16,5 
3년차,코스닥,A1,98 
3년차,코스닥,A2,18 
3년차,코스닥,A3,4 
3년차,코스닥,A4,19 
3년차,코스닥,A5,96 
3년차,코스닥,A6,19 
3년차,코스닥,A7,14 
3년차,코스닥,A8,18 
3년차,코스닥,A9,13 
3년차,코스닥,A10,0 
3년차,코스닥,A11,7 
3년차,코스닥,A12,10 
3년차,코스닥,A13,10 
3년차,코스닥,A14,18 
3년차,코스닥,A15,7 
3년차,코스닥,A16,3 
3년차,코스닥,A17,24 
3년차,코스닥,A18,9 
3년차,코스닥,A19,0 
3년차,코스닥,A20,1 
3년차,코스닥,A21,26 
3년차,코스닥,A22,0 
3년차,코스닥,B1,75 
3년차,코스닥,B2,46 
3년차,코스닥,B3,15 
3년차,코스닥,B4,67 
3년차,코스닥,B5,66 
3년차,코스닥,B6,16 
3년차,코스닥,B7,82 
3년차,코스닥,B8,21 
3년차,코스닥,B9,18 
3년차,코스닥,B10,26 
3년차,코스닥,B11,31 
3년차,코스닥,B12,21 
3년차,코스닥,B13,5 
3년차,코스닥,B14,14 
3년차,코스닥,B15,0 
3년차,코스닥,B16,12 
3년차,코스닥,B17,121 
3년차,코스닥,C1,68 
3년차,코스닥,C2,14 
3년차,코스닥,C3,50 
3년차,코스닥,C4,0 
3년차,코스닥,C5,9 
3년차,코스닥,C6,0 
3년차,코스닥,C7,5 
3년차,코스닥,C8,4 
3년차,코스닥,C9,4 
3년차,코스닥,C10,6 
3년차,코스닥,D1,27 
3년차,코스닥,D2,34 
3년차,코스닥,D3,48 
3년차,코스닥,D4,15 
3년차,코스닥,D5,54 
3년차,코스닥,D6,46 
3년차,코스닥,D7,31 
3년차,코스닥,D8,1 
3년차,코스닥,D9,33 
3년차,코스닥,D10,2 
3년차,코스닥,D11,13 
3년차,코스닥,D12,9 
3년차,코스닥,D13,11 
3년차,코스닥,D14,9 
3년차,코스닥,D15,37 
3년차,코스닥,D16,27 
3년차,코스닥,D17,45 
3년차,코스닥,D18,43 
3년차,코스닥,D19,64 
3년차,코스닥,D20,57 
3년차,코스닥,D21,30 
3년차,코스닥,D22,14 
3년차,코스닥,D23,9 
3년차,코스닥,D24,20 
3년차,코스닥,D25,56 
3년차,코스닥,D26,8 
3년차,코스닥,D27,23 
3년차,코스닥,D28,0 
3년차,코스닥,D29,0 
3년차,코스닥,D30,0 
3년차,코스닥,D31,3 
3년차,코스닥,D32,7 
3년차,코스닥,D33,0 
3년차,코스닥,E1,13 
3년차,코스닥,E2,3 
3년차,코스닥,E3,62 
3년차,코스닥,E4,15 
3년차,코스닥,E5,70 
3년차,코스닥,E6,30 
3년차,코스닥,E7,57 
3년차,코스닥,E8,3 
3년차,코스닥,E9,26 
3년차,코스닥,E10,15 
3년차,코스닥,E11,2 
3년차,코스닥,E12,1 
3년차,코스닥,E13,2 
3년차,코스닥,E14,8 
3년차,코스닥,E15,8 
3년차,코스닥,E16,4 
3년차,코스닥,E17,2 
3년차,코스닥,E18,9 
3년차,코스닥,E19,13 
3년차,코스닥,E20,1 
3년차,코스닥,E21,33 
3년차,코스닥,E22,46 
3년차,코스닥,E23,10 
3년차,코스닥,E24,30 
3년차,코스닥,E25,1 
3년차,코스닥,E26,69 
3년차,코스닥,E27,4 
3년차,코스닥,E28,2 
3년차,코스닥,E29,0 
3년차,코스닥,E30,0 
3년차,코스닥,F1,0 
3년차,코스닥,F2,18 
3년차,코스닥,F3,22 
3년차,코스닥,F4,41 
3년차,코스닥,F5,35 
3년차,코스닥,F6,65 
3년차,코스닥,F7,2 
3년차,코스닥,F8,12 
3년차,코스닥,F9,1 
3년차,코스닥,F10,0 
3년차,코스닥,F11,1 
3년차,코스닥,F12,0 
3년차,코스닥,F13,0 
3년차,코스닥,F14,0 
3년차,코스닥,G1,26 
3년차,코스닥,G2,12 
3년차,코스닥,G3,13 
3년차,코스닥,G4,0 
3년차,코스닥,G5,0 
3년차,코스닥,G6,8 
3년차,코스닥,G7,25 
3년차,코스닥,G8,25 
3년차,코스닥,G9,13 
3년차,코스닥,G10,25 
3년차,코스닥,G11,8 
3년차,코스닥,G12,0 
3년차,코스닥,G13,0 
3년차,코스닥,G14,0 
3년차,코스닥,G15,0 
3년차,코스닥,G16,11 
3년차,코스닥,G17,3 
3년차,코스닥,G18,0 
3년차,코스닥,G19,0 
3년차,코스닥,G20,3 
3년차,코스닥,H1,101 
3년차,코스닥,H2,16 
3년차,코스닥,H3,71 
3년차,코스닥,H4,61 
3년차,코스닥,H5,31 
3년차,코스닥,H6,22 
3년차,코스닥,H7,63 
3년차,코스닥,H8,3 
3년차,코스닥,H9,28 
3년차,코스닥,H10,71 
3년차,코스닥,H11,76 
3년차,코스닥,H12,42 
3년차,코스닥,H13,15 
3년차,코스닥,H14,24 
3년차,코스닥,H15,5 
3년차,코스닥,H16,2 
3년차,코스피,A1,19 
3년차,코스피,A2,8 
3년차,코스피,A3,0 
3년차,코스피,A4,11 
3년차,코스피,A5,21 
3년차,코스피,A6,8 
3년차,코스피,A7,9 
3년차,코스피,A8,1 
3년차,코스피,A9,0 
3년차,코스피,A10,0 
3년차,코스피,A11,0 
3년차,코스피,A12,5 
3년차,코스피,A13,2 
3년차,코스피,A14,4 
3년차,코스피,A15,4 
3년차,코스피,A16,5 
3년차,코스피,A17,6 
3년차,코스피,A18,0 
3년차,코스피,A19,0 
3년차,코스피,A20,0 
3년차,코스피,A21,14 
3년차,코스피,A22,0 
3년차,코스피,B1,14 
3년차,코스피,B2,18 
3년차,코스피,B3,7 
3년차,코스피,B4,16 
3년차,코스피,B5,17 
3년차,코스피,B6,0 
3년차,코스피,B7,20 
3년차,코스피,B8,8 
3년차,코스피,B9,4 
3년차,코스피,B10,11 
3년차,코스피,B11,10 
3년차,코스피,B12,11 
3년차,코스피,B13,2 
3년차,코스피,B14,4 
3년차,코스피,B15,0 
3년차,코스피,B16,7 
3년차,코스피,B17,21 
3년차,코스피,C1,15 
3년차,코스피,C2,7 
3년차,코스피,C3,4 
3년차,코스피,C4,1 
3년차,코스피,C5,2 
3년차,코스피,C6,0 
3년차,코스피,C7,5 
3년차,코스피,C8,4 
3년차,코스피,C9,1 
3년차,코스피,C10,6 
3년차,코스피,D1,4 
3년차,코스피,D2,10 
3년차,코스피,D3,5 
3년차,코스피,D4,1 
3년차,코스피,D5,12 
3년차,코스피,D6,12 
3년차,코스피,D7,5 
3년차,코스피,D8,2 
3년차,코스피,D9,6 
3년차,코스피,D10,1 
3년차,코스피,D11,7 
3년차,코스피,D12,7 
3년차,코스피,D13,8 
3년차,코스피,D14,8 
3년차,코스피,D15,9 
3년차,코스피,D16,4 
3년차,코스피,D17,12 
3년차,코스피,D18,10 
3년차,코스피,D19,9 
3년차,코스피,D20,17 
3년차,코스피,D21,7 
3년차,코스피,D22,1 
3년차,코스피,D23,1 
3년차,코스피,D24,2 
3년차,코스피,D25,7 
3년차,코스피,D26,6 
3년차,코스피,D27,3 
3년차,코스피,D28,0 
3년차,코스피,D29,0 
3년차,코스피,D30,0 
3년차,코스피,D31,0 
3년차,코스피,D32,0 
3년차,코스피,D33,2 
3년차,코스피,E1,1 
3년차,코스피,E2,1 
3년차,코스피,E3,10 
3년차,코스피,E4,0 
3년차,코스피,E5,13 
3년차,코스피,E6,2 
3년차,코스피,E7,7 
3년차,코스피,E8,0 
3년차,코스피,E9,9 
3년차,코스피,E10,2 
3년차,코스피,E11,1 
3년차,코스피,E12,3 
3년차,코스피,E13,2 
3년차,코스피,E14,1 
3년차,코스피,E15,2 
3년차,코스피,E16,0 
3년차,코스피,E17,4 
3년차,코스피,E18,1 
3년차,코스피,E19,2 
3년차,코스피,E20,0 
3년차,코스피,E21,7 
3년차,코스피,E22,12 
3년차,코스피,E23,4 
3년차,코스피,E24,7 
3년차,코스피,E25,0 
3년차,코스피,E26,15 
3년차,코스피,E27,0 
3년차,코스피,E28,0 
3년차,코스피,E29,0 
3년차,코스피,E30,0 
3년차,코스피,F1,0 
3년차,코스피,F2,4 
3년차,코스피,F3,8 
3년차,코스피,F4,10 
3년차,코스피,F5,8 
3년차,코스피,F6,7 
3년차,코스피,F7,0 
3년차,코스피,F8,4 
3년차,코스피,F9,0 
3년차,코스피,F10,0 
3년차,코스피,F11,0 
3년차,코스피,F12,0 
3년차,코스피,F13,0 
3년차,코스피,F14,0 
3년차,코스피,G1,3 
3년차,코스피,G2,8 
3년차,코스피,G3,2 
3년차,코스피,G4,2 
3년차,코스피,G5,1 
3년차,코스피,G6,4 
3년차,코스피,G7,2 
3년차,코스피,G8,4 
3년차,코스피,G9,1 
3년차,코스피,G10,6 
3년차,코스피,G11,5 
3년차,코스피,G12,4 
3년차,코스피,G13,0 
3년차,코스피,G14,0 
3년차,코스피,G15,0 
3년차,코스피,G16,1 
3년차,코스피,G17,0 
3년차,코스피,G18,0 
3년차,코스피,G19,0 
3년차,코스피,G20,4 
3년차,코스피,H1,12 
3년차,코스피,H2,9 
3년차,코스피,H3,9 
3년차,코스피,H4,7 
3년차,코스피,H5,6 
3년차,코스피,H6,8 
3년차,코스피,H7,10 
3년차,코스피,H8,6 
3년차,코스피,H9,2 
3년차,코스피,H10,13 
3년차,코스피,H11,10 
3년차,코스피,H12,8 
3년차,코스피,H13,8 
3년차,코스피,H14,8 
3년차,코스피,H15,0 
3년차,코스피,H16,0 
3년차,코넥스,A1,24 
3년차,코넥스,A2,0 
3년차,코넥스,A3,0 
3년차,코넥스,A4,0 
3년차,코넥스,A5,13 
3년차,코넥스,A6,1 
3년차,코넥스,A7,0 
3년차,코넥스,A8,0 
3년차,코넥스,A9,2 
3년차,코넥스,A10,0 
3년차,코넥스,A11,1 
3년차,코넥스,A12,0 
3년차,코넥스,A13,0 
3년차,코넥스,A14,2 
3년차,코넥스,A15,0 
3년차,코넥스,A16,0 
3년차,코넥스,A17,1 
3년차,코넥스,A18,0 
3년차,코넥스,A19,0 
3년차,코넥스,A20,0 
3년차,코넥스,A21,7 
3년차,코넥스,A22,0 
3년차,코넥스,B1,18 
3년차,코넥스,B2,7 
3년차,코넥스,B3,1 
3년차,코넥스,B4,11 
3년차,코넥스,B5,19 
3년차,코넥스,B6,3 
3년차,코넥스,B7,18 
3년차,코넥스,B8,4 
3년차,코넥스,B9,5 
3년차,코넥스,B10,10 
3년차,코넥스,B11,12 
3년차,코넥스,B12,10 
3년차,코넥스,B13,0 
3년차,코넥스,B14,1 
3년차,코넥스,B15,0 
3년차,코넥스,B16,0 
3년차,코넥스,B17,25 
3년차,코넥스,C1,24 
3년차,코넥스,C2,7 
3년차,코넥스,C3,7 
3년차,코넥스,C4,0 
3년차,코넥스,C5,6 
3년차,코넥스,C6,0 
3년차,코넥스,C7,0 
3년차,코넥스,C8,4 
3년차,코넥스,C9,0 
3년차,코넥스,C10,3 
3년차,코넥스,D1,14 
3년차,코넥스,D2,16 
3년차,코넥스,D3,20 
3년차,코넥스,D4,10 
3년차,코넥스,D5,17 
3년차,코넥스,D6,10 
3년차,코넥스,D7,9 
3년차,코넥스,D8,0 
3년차,코넥스,D9,11 
3년차,코넥스,D10,0 
3년차,코넥스,D11,5 
3년차,코넥스,D12,3 
3년차,코넥스,D13,0 
3년차,코넥스,D14,0 
3년차,코넥스,D15,11 
3년차,코넥스,D16,0 
3년차,코넥스,D17,4 
3년차,코넥스,D18,4 
3년차,코넥스,D19,14 
3년차,코넥스,D20,20 
3년차,코넥스,D21,9 
3년차,코넥스,D22,3 
3년차,코넥스,D23,4 
3년차,코넥스,D24,1 
3년차,코넥스,D25,17 
3년차,코넥스,D26,0 
3년차,코넥스,D27,0 
3년차,코넥스,D28,0 
3년차,코넥스,D29,0 
3년차,코넥스,D30,0 
3년차,코넥스,D31,0 
3년차,코넥스,D32,0 
3년차,코넥스,D33,0 
3년차,코넥스,E1,0 
3년차,코넥스,E2,0 
3년차,코넥스,E3,5 
3년차,코넥스,E4,0 
3년차,코넥스,E5,23 
3년차,코넥스,E6,7 
3년차,코넥스,E7,12 
3년차,코넥스,E8,0 
3년차,코넥스,E9,2 
3년차,코넥스,E10,2 
3년차,코넥스,E11,0 
3년차,코넥스,E12,2 
3년차,코넥스,E13,2 
3년차,코넥스,E14,3 
3년차,코넥스,E15,3 
3년차,코넥스,E16,2 
3년차,코넥스,E17,2 
3년차,코넥스,E18,2 
3년차,코넥스,E19,4 
3년차,코넥스,E20,0 
3년차,코넥스,E21,3 
3년차,코넥스,E22,4 
3년차,코넥스,E23,0 
3년차,코넥스,E24,0 
3년차,코넥스,E25,0 
3년차,코넥스,E26,13 
3년차,코넥스,E27,0 
3년차,코넥스,E28,2 
3년차,코넥스,E29,0 
3년차,코넥스,E30,0 
3년차,코넥스,F1,0 
3년차,코넥스,F2,4 
3년차,코넥스,F3,0 
3년차,코넥스,F4,17 
3년차,코넥스,F5,24 
3년차,코넥스,F6,16 
3년차,코넥스,F7,0 
3년차,코넥스,F8,7 
3년차,코넥스,F9,2 
3년차,코넥스,F10,0 
3년차,코넥스,F11,0 
3년차,코넥스,F12,0 
3년차,코넥스,F13,0 
3년차,코넥스,F14,0 
3년차,코넥스,G1,3 
3년차,코넥스,G2,0 
3년차,코넥스,G3,5 
3년차,코넥스,G4,4 
3년차,코넥스,G5,0 
3년차,코넥스,G6,0 
3년차,코넥스,G7,9 
3년차,코넥스,G8,5 
3년차,코넥스,G9,6 
3년차,코넥스,G10,2 
3년차,코넥스,G11,1 
3년차,코넥스,G12,0 
3년차,코넥스,G13,0 
3년차,코넥스,G14,0 
3년차,코넥스,G15,2 
3년차,코넥스,G16,2 
3년차,코넥스,G17,2 
3년차,코넥스,G18,0 
3년차,코넥스,G19,0 
3년차,코넥스,G20,0 
3년차,코넥스,H1,24 
3년차,코넥스,H2,2 
3년차,코넥스,H3,18 
3년차,코넥스,H4,16 
3년차,코넥스,H5,0 
3년차,코넥스,H6,0 
3년차,코넥스,H7,8 
3년차,코넥스,H8,1 
3년차,코넥스,H9,3 
3년차,코넥스,H10,17 
3년차,코넥스,H11,18 
3년차,코넥스,H12,10 
3년차,코넥스,H13,8 
3년차,코넥스,H14,0 
3년차,코넥스,H15,0 
3년차,코넥스,H16,0 
3년차,벤처,A1,118 
3년차,벤처,A2,12 
3년차,벤처,A3,7 
3년차,벤처,A4,17 
3년차,벤처,A5,87 
3년차,벤처,A6,18 
3년차,벤처,A7,4 
3년차,벤처,A8,8 
3년차,벤처,A9,10 
3년차,벤처,A10,0 
3년차,벤처,A11,5 
3년차,벤처,A12,22 
3년차,벤처,A13,12 
3년차,벤처,A14,23 
3년차,벤처,A15,0 
3년차,벤처,A16,4 
3년차,벤처,A17,18 
3년차,벤처,A18,5 
3년차,벤처,A19,0 
3년차,벤처,A20,2 
3년차,벤처,A21,26 
3년차,벤처,A22,0 
3년차,벤처,B1,85 
3년차,벤처,B2,59 
3년차,벤처,B3,8 
3년차,벤처,B4,82 
3년차,벤처,B5,96 
3년차,벤처,B6,14 
3년차,벤처,B7,104 
3년차,벤처,B8,24 
3년차,벤처,B9,23 
3년차,벤처,B10,36 
3년차,벤처,B11,38 
3년차,벤처,B12,29 
3년차,벤처,B13,6 
3년차,벤처,B14,13 
3년차,벤처,B15,1 
3년차,벤처,B16,6 
3년차,벤처,B17,153 
3년차,벤처,C1,101 
3년차,벤처,C2,22 
3년차,벤처,C3,59 
3년차,벤처,C4,6 
3년차,벤처,C5,19 
3년차,벤처,C6,4 
3년차,벤처,C7,7 
3년차,벤처,C8,5 
3년차,벤처,C9,6 
3년차,벤처,C10,9 
3년차,벤처,D1,45 
3년차,벤처,D2,65 
3년차,벤처,D3,102 
3년차,벤처,D4,29 
3년차,벤처,D5,83 
3년차,벤처,D6,63 
3년차,벤처,D7,39 
3년차,벤처,D8,1 
3년차,벤처,D9,53 
3년차,벤처,D10,1 
3년차,벤처,D11,23 
3년차,벤처,D12,9 
3년차,벤처,D13,8 
3년차,벤처,D14,15 
3년차,벤처,D15,44 
3년차,벤처,D16,29 
3년차,벤처,D17,47 
3년차,벤처,D18,49 
3년차,벤처,D19,69 
3년차,벤처,D20,71 
3년차,벤처,D21,36 
3년차,벤처,D22,8 
3년차,벤처,D23,19 
3년차,벤처,D24,27 
3년차,벤처,D25,88 
3년차,벤처,D26,3 
3년차,벤처,D27,5 
3년차,벤처,D28,3 
3년차,벤처,D29,3 
3년차,벤처,D30,0 
3년차,벤처,D31,0 
3년차,벤처,D32,2 
3년차,벤처,D33,0 
3년차,벤처,E1,2 
3년차,벤처,E2,1 
3년차,벤처,E3,67 
3년차,벤처,E4,9 
3년차,벤처,E5,101 
3년차,벤처,E6,47 
3년차,벤처,E7,55 
3년차,벤처,E8,7 
3년차,벤처,E9,14 
3년차,벤처,E10,13 
3년차,벤처,E11,2 
3년차,벤처,E12,3 
3년차,벤처,E13,4 
3년차,벤처,E14,9 
3년차,벤처,E15,8 
3년차,벤처,E16,7 
3년차,벤처,E17,3 
3년차,벤처,E18,7 
3년차,벤처,E19,8 
3년차,벤처,E20,1 
3년차,벤처,E21,37 
3년차,벤처,E22,32 
3년차,벤처,E23,7 
3년차,벤처,E24,26 
3년차,벤처,E25,1 
3년차,벤처,E26,70 
3년차,벤처,E27,10 
3년차,벤처,E28,7 
3년차,벤처,E29,0 
3년차,벤처,E30,1 
3년차,벤처,F1,1 
3년차,벤처,F2,13 
3년차,벤처,F3,29 
3년차,벤처,F4,72 
3년차,벤처,F5,73 
3년차,벤처,F6,94 
3년차,벤처,F7,4 
3년차,벤처,F8,25 
3년차,벤처,F9,5 
3년차,벤처,F10,1 
3년차,벤처,F11,2 
3년차,벤처,F12,0 
3년차,벤처,F13,3 
3년차,벤처,F14,0 
3년차,벤처,G1,20 
3년차,벤처,G2,13 
3년차,벤처,G3,9 
3년차,벤처,G4,5 
3년차,벤처,G5,0 
3년차,벤처,G6,9 
3년차,벤처,G7,38 
3년차,벤처,G8,24 
3년차,벤처,G9,11 
3년차,벤처,G10,27 
3년차,벤처,G11,9 
3년차,벤처,G12,0 
3년차,벤처,G13,2 
3년차,벤처,G14,1 
3년차,벤처,G15,4 
3년차,벤처,G16,14 
3년차,벤처,G17,8 
3년차,벤처,G18,1 
3년차,벤처,G19,0 
3년차,벤처,G20,2 
3년차,벤처,H1,129 
3년차,벤처,H2,29 
3년차,벤처,H3,93 
3년차,벤처,H4,73 
3년차,벤처,H5,28 
3년차,벤처,H6,18 
3년차,벤처,H7,81 
3년차,벤처,H8,5 
3년차,벤처,H9,38 
3년차,벤처,H10,65 
3년차,벤처,H11,79 
3년차,벤처,H12,44 
3년차,벤처,H13,19 
3년차,벤처,H14,23 
3년차,벤처,H15,2 
3년차,벤처,H16,3 
3년차,강소기업,A1,108 
3년차,강소기업,A2,14 
3년차,강소기업,A3,5 
3년차,강소기업,A4,20 
3년차,강소기업,A5,93 
3년차,강소기업,A6,17 
3년차,강소기업,A7,5 
3년차,강소기업,A8,15 
3년차,강소기업,A9,4 
3년차,강소기업,A10,0 
3년차,강소기업,A11,3 
3년차,강소기업,A12,14 
3년차,강소기업,A13,5 
3년차,강소기업,A14,23 
3년차,강소기업,A15,0 
3년차,강소기업,A16,1 
3년차,강소기업,A17,13 
3년차,강소기업,A18,3 
3년차,강소기업,A19,0 
3년차,강소기업,A20,0 
3년차,강소기업,A21,33 
3년차,강소기업,A22,0 
3년차,강소기업,B1,71 
3년차,강소기업,B2,56 
3년차,강소기업,B3,20 
3년차,강소기업,B4,83 
3년차,강소기업,B5,79 
3년차,강소기업,B6,10 
3년차,강소기업,B7,81 
3년차,강소기업,B8,21 
3년차,강소기업,B9,14 
3년차,강소기업,B10,29 
3년차,강소기업,B11,21 
3년차,강소기업,B12,25 
3년차,강소기업,B13,9 
3년차,강소기업,B14,12 
3년차,강소기업,B15,1 
3년차,강소기업,B16,7 
3년차,강소기업,B17,124 
3년차,강소기업,C1,76 
3년차,강소기업,C2,30 
3년차,강소기업,C3,43 
3년차,강소기업,C4,2 
3년차,강소기업,C5,19 
3년차,강소기업,C6,1 
3년차,강소기업,C7,6 
3년차,강소기업,C8,7 
3년차,강소기업,C9,3 
3년차,강소기업,C10,11 
3년차,강소기업,D1,38 
3년차,강소기업,D2,47 
3년차,강소기업,D3,57 
3년차,강소기업,D4,12 
3년차,강소기업,D5,56 
3년차,강소기업,D6,49 
3년차,강소기업,D7,29 
3년차,강소기업,D8,2 
3년차,강소기업,D9,34 
3년차,강소기업,D10,0 
3년차,강소기업,D11,12 
3년차,강소기업,D12,9 
3년차,강소기업,D13,9 
3년차,강소기업,D14,10 
3년차,강소기업,D15,37 
3년차,강소기업,D16,34 
3년차,강소기업,D17,42 
3년차,강소기업,D18,42 
3년차,강소기업,D19,42 
3년차,강소기업,D20,64 
3년차,강소기업,D21,43 
3년차,강소기업,D22,9 
3년차,강소기업,D23,7 
3년차,강소기업,D24,19 
3년차,강소기업,D25,59 
3년차,강소기업,D26,5 
3년차,강소기업,D27,5 
3년차,강소기업,D28,4 
3년차,강소기업,D29,0 
3년차,강소기업,D30,1 
3년차,강소기업,D31,0 
3년차,강소기업,D32,5 
3년차,강소기업,D33,0 
3년차,강소기업,E1,7 
3년차,강소기업,E2,2 
3년차,강소기업,E3,49 
3년차,강소기업,E4,7 
3년차,강소기업,E5,76 
3년차,강소기업,E6,31 
3년차,강소기업,E7,44 
3년차,강소기업,E8,4 
3년차,강소기업,E9,25 
3년차,강소기업,E10,19 
3년차,강소기업,E11,3 
3년차,강소기업,E12,7 
3년차,강소기업,E13,3 
3년차,강소기업,E14,12 
3년차,강소기업,E15,10 
3년차,강소기업,E16,5 
3년차,강소기업,E17,3 
3년차,강소기업,E18,5 
3년차,강소기업,E19,14 
3년차,강소기업,E20,0 
3년차,강소기업,E21,28 
3년차,강소기업,E22,35 
3년차,강소기업,E23,4 
3년차,강소기업,E24,26 
3년차,강소기업,E25,2 
3년차,강소기업,E26,66 
3년차,강소기업,E27,8 
3년차,강소기업,E28,6 
3년차,강소기업,E29,2 
3년차,강소기업,E30,2 
3년차,강소기업,F1,0 
3년차,강소기업,F2,24 
3년차,강소기업,F3,18 
3년차,강소기업,F4,44 
3년차,강소기업,F5,44 
3년차,강소기업,F6,56 
3년차,강소기업,F7,1 
3년차,강소기업,F8,15 
3년차,강소기업,F9,3 
3년차,강소기업,F10,2 
3년차,강소기업,F11,4 
3년차,강소기업,F12,0 
3년차,강소기업,F13,4 
3년차,강소기업,F14,0 
3년차,강소기업,G1,20 
3년차,강소기업,G2,17 
3년차,강소기업,G3,18 
3년차,강소기업,G4,3 
3년차,강소기업,G5,0 
3년차,강소기업,G6,11 
3년차,강소기업,G7,25 
3년차,강소기업,G8,24 
3년차,강소기업,G9,9 
3년차,강소기업,G10,26 
3년차,강소기업,G11,7 
3년차,강소기업,G12,0 
3년차,강소기업,G13,0 
3년차,강소기업,G14,0 
3년차,강소기업,G15,4 
3년차,강소기업,G16,10 
3년차,강소기업,G17,6 
3년차,강소기업,G18,0 
3년차,강소기업,G19,0 
3년차,강소기업,G20,2 
3년차,강소기업,H1,90 
3년차,강소기업,H2,25 
3년차,강소기업,H3,74 
3년차,강소기업,H4,63 
3년차,강소기업,H5,15 
3년차,강소기업,H6,17 
3년차,강소기업,H7,71 
3년차,강소기업,H8,5 
3년차,강소기업,H9,21 
3년차,강소기업,H10,66 
3년차,강소기업,H11,68 
3년차,강소기업,H12,37 
3년차,강소기업,H13,21 
3년차,강소기업,H14,15 
3년차,강소기업,H15,3 
3년차,강소기업,H16,6 
3년차,이노비즈,A1,194 
3년차,이노비즈,A2,21 
3년차,이노비즈,A3,4 
3년차,이노비즈,A4,19 
3년차,이노비즈,A5,164 
3년차,이노비즈,A6,31 
3년차,이노비즈,A7,5 
3년차,이노비즈,A8,18 
3년차,이노비즈,A9,7 
3년차,이노비즈,A10,0 
3년차,이노비즈,A11,7 
3년차,이노비즈,A12,19 
3년차,이노비즈,A13,13 
3년차,이노비즈,A14,37 
3년차,이노비즈,A15,1 
3년차,이노비즈,A16,2 
3년차,이노비즈,A17,25 
3년차,이노비즈,A18,4 
3년차,이노비즈,A19,0 
3년차,이노비즈,A20,1 
3년차,이노비즈,A21,40 
3년차,이노비즈,A22,0 
3년차,이노비즈,B1,138 
3년차,이노비즈,B2,94 
3년차,이노비즈,B3,27 
3년차,이노비즈,B4,143 
3년차,이노비즈,B5,145 
3년차,이노비즈,B6,16 
3년차,이노비즈,B7,160 
3년차,이노비즈,B8,33 
3년차,이노비즈,B9,33 
3년차,이노비즈,B10,57 
3년차,이노비즈,B11,52 
3년차,이노비즈,B12,41 
3년차,이노비즈,B13,11 
3년차,이노비즈,B14,20 
3년차,이노비즈,B15,2 
3년차,이노비즈,B16,10 
3년차,이노비즈,B17,227 
3년차,이노비즈,C1,159 
3년차,이노비즈,C2,58 
3년차,이노비즈,C3,110 
3년차,이노비즈,C4,5 
3년차,이노비즈,C5,31 
3년차,이노비즈,C6,4 
